"Text","Date","Time","Draft","Brand name","Instagram","Picture Url 1","Picture Url 2","Picture Url 3","Picture Url 4","Picture Url 5","Picture Url 6","Picture Url 7","Picture Url 8","Picture Url 9","Picture Url 10","Instagram Post Type"
"Günün kavramı: Yaratıcı kısıt

Sınırlı kaynak ya da net bir kural, çoğu zaman yaratıcılığı artırır.

‘Bu afişi tek renkle tasarla’ demek, boş sayfaya bakmaktan daha çok fikir doğurabilir. Sınırsız seçenek felç eder; net bir çerçeve harekete geçirir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #yaratıcılık #tasarım #işhayatı #bilgi","2026-10-14","18:00:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_081_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Sorunun köküne inmek: 5 Neden

Toyota’da doğan basit ama güçlü yöntem.

1. Sorunu yaz
2. Neden? diye sor
3. Tekrar sor
4. Beşe kadar devam et
5. Kökü düzelt

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#problemçözme #karar #verimlilik #kişiselgelişim #kaydet","2026-10-14","21:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_081_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_081_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_081_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_081_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_081_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_081_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_081_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Bilgi asimetrisi

Alıcı ile satıcının, ürün hakkında eşit bilgiye sahip olmaması durumu.

İkinci el arabayı satan, arabanın gerçek durumunu bilir; alıcı bilmez. Alıcı riski fiyata yansıtır, iyi arabalar da ucuza satılır. Ekonomist George Akerlof bu durumu ‘limon pazarı’ olarak anlattı.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #ekonomi #tüketici #paradüşüncesi #bilgi","2026-10-15","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_082_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Yeni bir hobiye başlamak için 7 adım

Mükemmel ekipman beklemeden başla.

1. Küçük bir tanım yap
2. Ucuz başla
3. Bir başlangıç rehberi seç
4. Takvimde yer aç
5. Bir toplulukla tanış
6. İlerlemeyi kaydet
7. Kötü olmayı kabul et

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#hobi #yeniBaşlangıç #kişiselgelişim #günlükhayat #kaydet","2026-10-15","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_7.png","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_8.png","https://iletisim-prog.github.io/gorseller/GUN_082_1930_carousel/gorsel_9.png","","POST"
"Günün kavramı: Ödünleşim (trade-off)

Bir şeyi elde etmek için, bir başka şeyden vazgeçmek zorunda olmak.

Hızlı, ucuz, kaliteli: üçünden en fazla ikisini seçebilirsin. Hepsini isteyen, sonunda üçünden de vazgeçer. Karar verirken, neyden vazgeçtiğini de açıkça yaz.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #ekonomi #kararverme #proje #bilgi","2026-10-15","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_083_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"İndirimin matematiği: hangisi daha kârlı?

Aynı indirim, farklı görünür.

1. %50 indirim
2. ‘1 alana 1 bedava’
3. ‘İkincide %50’
4. ‘500 TL üstü 100 TL indirim’
5. Kural

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#tüketici #indirim #bilinçlitüketim #matematik #kaydet","2026-10-15","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_083_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_083_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_083_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_083_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_083_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_083_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_083_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Geçiş maliyeti

Bir ürün ya da hizmetten başkasına geçerken katlandığın zaman, para ve emek.

Telefonu değiştirmek kolay; ama fotoğraflarını, uygulamalarını ve alışkanlıklarını taşımak zor. Şirketler ‘geçiş maliyetini’ yükselterek seni müşteri tutar. Almadan önce ayrılması ne kadar zor, diye sor.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #pazarlama #tüketici #strateji #bilgi","2026-10-15","18:00:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_084_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Bu haftanın 5 kavramı

Kaydet, bir hafta sonra tekrar oku.

1. Öz şefkat
2. Duyguyu adlandırma
3. Öğrenilmiş çaresizlik
4. Yaratıcı kısıt
5. Bilgi asimetrisi

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#haftanın5i #gününkavramı #davranışbilimi #kişiselgelişim #kaydet","2026-10-15","21:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_084_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_084_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_084_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_084_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_084_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_084_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_084_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Ağ etkisi

Bir ürünün değeri, onu kullanan kişi sayısı arttıkça artar.

Tek kişinin telefon numarası olsa işe yaramazdı. Milyonlarca kişi kullandıkça değer kazandı. Mesajlaşma uygulaması seçerken de, en iyi olanı değil, çevrenin kullandığını seçersin.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #ekonomi #teknoloji #strateji #bilgi","2026-10-16","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_085_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Neden en iyi fikirler duşta gelir?

Zihin dinlenirken, bağlantı kurar.

1. Odak her zaman yardımcı olmaz
2. Zihin dolaşırken
3. Araştırmalar ne diyor?
4. Ama önce çalış
5. Yanında not al

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#yaratıcılık #zihin #psikoloji #kişiselgelişim #kaydet","2026-10-16","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_085_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_085_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_085_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_085_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_085_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_085_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_085_1930_carousel/gorsel_7.png","","","","POST"
