"Text","Date","Time","Draft","Brand name","Instagram","Picture Url 1","Picture Url 2","Picture Url 3","Picture Url 4","Picture Url 5","Picture Url 6","Picture Url 7","Picture Url 8","Picture Url 9","Picture Url 10","Instagram Post Type"
"Günün kavramı: Yansıtıcı dinleme

Karşındakinin söylediğini kendi kelimelerinle tekrar ederek anladığını doğrulama.

‘Yani şu an en çok yetiştirememekten endişe ediyorsun, doğru mu?’ Bu cümle savunmayı azaltır ve karşındakinin kendini duyulmuş hissetmesini sağlar.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #iletişim #dinlemek #psikoloji #bilgi","2026-09-28","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_031_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"İndirimde almadan önce 5 soru

İndirimi görünce beynin ‘kazandım’ der. Önce şunları sor.

1. İhtiyacım var mıydı?
2. Eski fiyat gerçek miydi?
3. Toplam maliyet ne?
4. 24 saat bekleyebilir miyim?
5. Nereden karşılayacağım?

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#kişiselfinans #indirim #bilinçlitüketim #bütçe #kaydet","2026-09-28","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_031_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_031_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_031_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_031_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_031_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_031_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_031_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Yeterince iyi

En iyi seçeneği aramak yerine, ölçütlerini karşılayan ilk seçeneği kabul etme yaklaşımı.

“En iyi telefon” için haftalarca inceleme yapmak yerine, üç şartı sağlayan ilk telefonu almak. Psikolog Herbert Simon buna “satisficing” dedi. Bu, vazgeçmek değil; zamanını korumaktır.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #kararverme #psikoloji #kişiselgelişim #bilgi","2026-09-28","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_032_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"“Hayır” demenin 5 nazik yolu

Herkese evet dersen, kendine hayır demiş olursun.

1. “Şu an kapasitem dolu.”
2. “Bunu düşünüp haber vereyim.”
3. “Bu konuda en iyi ben değilim, X’e sor.”
4. “Bunu yapabilirim ama şunu ertelemem gerekir.”
5. “Bu sefer olmaz.”

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#hayırdemek #sınırlar #kararverme #kişiselgelişim #kaydet","2026-09-28","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_032_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_032_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_032_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_032_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_032_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_032_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_032_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Seyirci etkisi

Çevrede ne kadar çok kişi varsa, tek tek her birimizin harekete geçme ihtimali o kadar azalır.

Grup e-postasında “biri cevap verir nasılsa” diye düşünen herkes cevap vermez. Sorumluluk dağılınca kimsenin olmaz. Çözüm: bir kişiyi doğrudan isimle görevlendir.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #işhayatı #bilgi","2026-09-28","18:00:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_033_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Haftalık plan yapmanın 6 adımı

Pazar akşamı 15 dakika, hafta boyu rahatlık.

1. Geçen haftaya bak
2. Sabit randevuları işaretle
3. En önemli 3 işi seç
4. Her işe bir gün ver
5. Boşluk bırak
6. Bir küçük ödül planla

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#planlama #verimlilik #kişiselgelişim #haftalıkplan #kaydet","2026-09-28","21:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_033_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_033_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_033_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_033_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_033_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_033_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_033_1930_carousel/gorsel_7.png","https://iletisim-prog.github.io/gorseller/GUN_033_1930_carousel/gorsel_8.png","","","POST"
"Günün kavramı: Karşılıklılık

Bize bir şey verene, karşılığını verme ihtiyacı hissederiz.

Marketteki ücretsiz tadım, ücretsiz numune, “hediye” kalem. Küçük bir jest, satın alma ihtimalini artırabilir. İyi haber: Aynı ilke iyilikte de işler.

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #pazarlama #bilgi","2026-09-29","10:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_034_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Market rafları seni nasıl yönlendirir?

Raf düzeni tesadüf değil.

1. Temel ürünler en arkada
2. Göz hizası pahalıdır
3. Kasa önünde küçük ürünler
4. Büyük arabalar
5. Savunma

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#tüketici #pazarlama #alışveriş #davranışbilimi #kaydet","2026-09-29","12:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_034_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_034_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_034_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_034_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_034_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_034_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_034_1930_carousel/gorsel_7.png","","","","POST"
"Günün kavramı: Otorite yanlılığı

Bir otorite figürünün söylediğine, doğruluğunu sorgulamadan daha fazla güveniriz.

“Uzmanlar diyor ki…” cümlesiyle başlayan bir reklam, kanıttan çok unvana güvenmemizi ister. Soru: Uzman kim, hangi konuda uzman ve kanıtı ne?

Kaydet, lazım olur.

Zeki Uyanık

#gününkavramı #davranışbilimi #psikoloji #eleştirelDüşünme #bilgi","2026-09-29","14:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_035_0830_kavram/gorsel_1.png","","","","","","","","","","POST"
"Bu haftanın 5 kavramı

Kaydet, bir hafta sonra tekrar oku.

1. Dikkat körlüğü
2. Fırsatı kaçırma korkusu
3. Yeterince iyi
4. Seyirci etkisi
5. Karşılıklılık

Kaydet, aklına gelen birine gönder.

Zeki Uyanık

#haftanın5i #gününkavramı #davranışbilimi #kişiselgelişim #kaydet","2026-09-29","16:30:00","FALSE","","TRUE","https://iletisim-prog.github.io/gorseller/GUN_035_1930_carousel/gorsel_1.png","https://iletisim-prog.github.io/gorseller/GUN_035_1930_carousel/gorsel_2.png","https://iletisim-prog.github.io/gorseller/GUN_035_1930_carousel/gorsel_3.png","https://iletisim-prog.github.io/gorseller/GUN_035_1930_carousel/gorsel_4.png","https://iletisim-prog.github.io/gorseller/GUN_035_1930_carousel/gorsel_5.png","https://iletisim-prog.github.io/gorseller/GUN_035_1930_carousel/gorsel_6.png","https://iletisim-prog.github.io/gorseller/GUN_035_1930_carousel/gorsel_7.png","","","","POST"
